Fecha,Hora,Persona,Mensaje
"9/3/20,",14:11:42,Lara U-tad,Si
"9/3/20,",14:11:47,Lara U-tad,Yo también quiero hablar con ella
"11/3/20,",18:09:38,Ting Chen U-tad,Ohhhhhh😍😍😍😍😍😍😍
"11/3/20,",18:49:45,Lara U-tad,😂😂😂
"11/3/20,",18:58:17,Sil🐨,JAJAJAJAJA
"11/3/20,",19:00:01,Lara U-tad,Que de stickers tenéis joder
"11/3/20,",19:00:02,Lara U-tad,Para todo
"11/3/20,",19:00:24,Lara U-tad,Y todos de gatos
"11/3/20,",19:05:02,Sil🐨,Zii
"12/3/20,",11:18:05,Lara U-tad,"Chochis entre tanto grupo no me entero de nada con lo de la graduación, me lo explicáis plis"
"12/3/20,",11:18:32,Sil🐨,Sii jajajajaja
"12/3/20,",11:19:11,Sil🐨,Mira que me han dicho los de carrera que quieren coger un local para nosotros solos
"12/3/20,",11:19:17,Sil🐨,Con barra libre
"12/3/20,",11:20:27,Sil🐨,Lo que pasa esq no sabemos el día en que se gradúan ellos y el que nos graduamos nosotros
"12/3/20,",11:21:12,Sil🐨,Pero será finde
"12/3/20,",11:21:19,Sil🐨,Ósea entre diario nada
"12/3/20,",11:21:20,Lara U-tad,Nosotros nos graduamos el 22-23 de junio
"12/3/20,",11:21:30,Lara U-tad,La fiesta?
"12/3/20,",11:21:43,Lara U-tad,Me parece un poco cutre hacer fiesta final si no hemos terminado no?
"12/3/20,",11:21:44,Lara U-tad,😂
"12/3/20,",11:21:53,Sil🐨,Sii porque no coincidimos
"12/3/20,",11:22:07,Sil🐨,Hombre raro es
"12/3/20,",11:22:14,Sil🐨,Pero va a salir más barato
"12/3/20,",11:22:27,Lara U-tad,Por qué más barato?
"12/3/20,",11:22:31,Sil🐨,A mí me gustaría que fuera el día de la graduación
"12/3/20,",11:22:37,Lara U-tad,Claro
"12/3/20,",11:22:45,Sil🐨,Porque a cuánta más gente el alquiler del local más barato
"12/3/20,",11:22:45,Lara U-tad,O el finde que viene no?
"12/3/20,",11:22:55,Lara U-tad,Tu diles
"12/3/20,",11:23:02,Lara U-tad,A ver colegos
"12/3/20,",11:23:17,Lara U-tad,Porque no celebrarlo el finde del 29
"12/3/20,",11:23:22,Lara U-tad,Y si cuela cuela jajajajajaja
"12/3/20,",11:24:35,Sil🐨,"Andrea ha hablado con mery y como se ha pospuesto por la mierda del virus, nose sii esas fechas son las que nos graduamos nosotros o más tarde"
"12/3/20,",11:24:59,Sil🐨,Por eso no quiero decir todavía fechas ni nada
"12/3/20,",11:32:23,Sil🐨,Va a ser un lío esto
"12/3/20,",11:33:19,Sil🐨,Bueno yo se lo he dicho
"12/3/20,",12:06:48,Lara U-tad,Aaah
"12/3/20,",12:06:53,Lara U-tad,No sabia
"12/3/20,",13:40:03,Maria U-tad,Rt
"12/3/20,",13:40:12,Ting Chen U-tad,Rt
"12/3/20,",13:40:17,Ting Chen U-tad,😂😂😂😂😂
"12/3/20,",13:40:19,Maria U-tad,Pero oye
"12/3/20,",13:40:26,Maria U-tad,Qué pasteles que voy a hacer estos 15 días
"12/3/20,",13:40:30,Maria U-tad,Para no aburrirme
"12/3/20,",13:40:45,Ting Chen U-tad,Q lol me voy a echar estos días
"12/3/20,",13:41:05,Sil🐨,Soy la única que no
"12/3/20,",13:41:16,Maria U-tad,De momento
"12/3/20,",13:42:34,Sil🐨,JAJAJAJAJA
"12/3/20,",13:58:16,Lara U-tad,😂😂😂😂
"13/3/20,",15:31:16,Lara U-tad,"Ting, respecto al corona virus..."
"13/3/20,",15:31:22,Lara U-tad,Me llevas a china contigo?
"13/3/20,",15:31:34,Sil🐨,A mí también
"13/3/20,",15:31:36,Maria U-tad,Ya ves
"13/3/20,",15:31:43,Ting Chen U-tad,Jajajajjajajajaj
"13/3/20,",15:31:45,Ting Chen U-tad,Venga
"13/3/20,",15:32:02,Ting Chen U-tad,Pues no sé si mi pasaporte está caducado
"13/3/20,",15:32:15,Sil🐨,Pues vamos mal
"13/3/20,",15:32:23,Sil🐨,El mío también creo
"13/3/20,",15:32:28,Maria U-tad,"Es que además hay gente que es imbécil, se van a la playa y extienden el coronita por todo el jodido país"
"13/3/20,",15:32:44,Ting Chen U-tad,Ya eso está diciendo mi madre
"13/3/20,",15:32:48,Maria U-tad,Yo me quejaba en las pelis de zombies que no iba a ser todo el mundo tan imbécil en un caso así
"13/3/20,",15:32:56,Maria U-tad,Lo retiro
"13/3/20,",15:32:56,Ting Chen U-tad,Y un profe de utad tiene corona virus
"13/3/20,",15:33:03,Sil🐨,JAJAJAJAJA
"13/3/20,",15:33:10,Maria U-tad,Qué profe!
"13/3/20,",15:33:11,Maria U-tad,?
"13/3/20,",15:33:13,Ting Chen U-tad,Rt
"13/3/20,",15:33:16,Ting Chen U-tad,No se
"13/3/20,",15:33:21,Maria U-tad,Oh mierda
"13/3/20,",15:33:21,Ting Chen U-tad,Nos han mandando un correo
"13/3/20,",15:33:24,Sil🐨,a mí no me quieren aplazar las prácticas
"13/3/20,",15:33:34,Ting Chen U-tad,Diciendo q hay un profe con coronavirus
"13/3/20,",15:33:39,Maria U-tad,"Yo les insistía, Madrid ha declarado estado de alarma"
"13/3/20,",15:33:40,Sil🐨,A los que han tenido contacto con él ya les han avisado
"13/3/20,",15:33:40,Ting Chen U-tad,🙂
"13/3/20,",15:33:57,Ting Chen U-tad,Si
"13/3/20,",15:34:07,Sil🐨,Estoy viendo Sii mery me hace caso
"13/3/20,",15:34:42,Maria U-tad,Eso eso
"13/3/20,",15:34:48,Ting Chen U-tad,Mery estará cagado
"13/3/20,",15:34:52,Maria U-tad,Fríela a llamadas
"13/3/20,",15:35:00,Ting Chen U-tad,Q un compañero suyo tiene el virus
"13/3/20,",15:35:07,Maria U-tad,Ya ves
"13/3/20,",15:35:21,Sil🐨,Pues sii
"13/3/20,",15:35:27,Maria U-tad,"Lo malo es como lo tenga ella, que se encarga de nuestras mierdas de las prácticas"
"13/3/20,",15:35:35,Ting Chen U-tad,Ostia
"13/3/20,",15:35:46,Sil🐨,No creo
"13/3/20,",15:35:46,Maria U-tad,:'D
"13/3/20,",15:35:48,Ting Chen U-tad,🙏🏻mery rezó por ti
"13/3/20,",16:06:21,Lara U-tad,Hostia como se lía la cosa
"15/3/20,",17:49:43,Maria U-tad,Cómo lleváis la cuarentena?
"15/3/20,",17:50:25,Maria U-tad,Que a mí me está costando acostumbrarme a no morirme del asco
"15/3/20,",17:51:02,Ting Chen U-tad,Jugando lol
"15/3/20,",17:51:04,Ting Chen U-tad,😂😂😂😂😂
"15/3/20,",17:51:44,Sil🐨,Y yo con ella
"15/3/20,",17:51:52,Sil🐨,JAJAJAJAJA
"15/3/20,",17:52:54,Maria U-tad,"Pero bueno, eso se avisa y nos ponemos a hablar por discord, hombre 😂😂"
"15/3/20,",17:54:15,Lara U-tad,Yo me he enganchado a una serie
"15/3/20,",17:54:24,Lara U-tad,Fairy tail
"15/3/20,",17:54:28,Lara U-tad,En netflixxxx
"15/3/20,",17:54:44,Sil🐨,Ayy
"15/3/20,",17:54:53,Sil🐨,Me la estoy viendo también
"15/3/20,",17:54:54,Sil🐨,!!!
"15/3/20,",17:54:57,Sil🐨,JAJAJAJAJA
"15/3/20,",17:55:15,Sil🐨,Bueno la temporada que han metido nueva
"15/3/20,",17:55:53,Lara U-tad,Yo me he visto la 1 en dos dias
"15/3/20,",17:56:05,Lara U-tad,Ya estoy por la segunda😁
"15/3/20,",17:56:28,Sil🐨,Normal
"15/3/20,",17:56:35,Sil🐨,Engancha
"15/3/20,",18:00:02,Maria U-tad,"De anime en anime, acabaremos todos de otacos como Jorge y Carlos"
"15/3/20,",18:00:06,Maria U-tad,*todas
"15/3/20,",18:20:41,Ting Chen U-tad,Nooooooo
"15/3/20,",18:20:44,Ting Chen U-tad,En verdad
"15/3/20,",18:20:47,Ting Chen U-tad,No está mal
"15/3/20,",18:35:53,Sil🐨,JAJAJAJAJA
"15/3/20,",18:35:55,Sil🐨,bueno
"15/3/20,",18:36:12,Sil🐨,Podríamos hacer quedado de discord viendo alguna peli
"15/3/20,",18:36:17,Sil🐨,😏😏
"15/3/20,",18:45:18,Maria U-tad,Por mi guay jajajaja
"15/3/20,",18:45:20,Maria U-tad,De ghibli
"15/3/20,",19:02:27,Sil🐨,Eso eso
"15/3/20,",19:33:06,Lara U-tad,Jajajaja cool
"15/3/20,",22:03:13,Sil🐨,Mañana queréis?
"15/3/20,",22:03:32,Maria U-tad,Sii
"16/3/20,",14:46:31,Maria U-tad,Vemos esta tarde la peli?
"16/3/20,",14:46:57,Maria U-tad,Que mi ordenador está pegado a la habitación de mis padres y como teletrabajan no puedo hacer ruido más tarde
"16/3/20,",15:01:02,Sil🐨,Sii
"16/3/20,",15:01:10,Sil🐨,Qué hora?
"16/3/20,",15:01:15,Sil🐨,Y que peli
"16/3/20,",15:01:26,Sil🐨,Para que Ting se la descargue
"16/3/20,",15:01:40,Sil🐨,Se lo decimos a Jorge
"16/3/20,",15:01:41,Sil🐨,?
"16/3/20,",15:32:55,Lara U-tad,"Yo no sé si me uniré, os voy diciendo"
"16/3/20,",15:33:06,Lara U-tad,Me termine ayer la 2 temporada de Fairy tail
"16/3/20,",15:33:18,Lara U-tad,Y he estado buscando porque no sé si hay 8 o 9 😱
"16/3/20,",15:33:23,Lara U-tad,O incluso más 🥺🥺🥺
"16/3/20,",15:33:35,Sil🐨,Creo que sii
"16/3/20,",15:33:43,Lara U-tad,(8 - 9 temporadas)
"16/3/20,",15:33:45,Sil🐨,Jorge no se une
"16/3/20,",15:34:01,Sil🐨,Nose se que hay mazo
"16/3/20,",15:35:38,Maria U-tad,"Si, si es en plan Naruto y eso"
"16/3/20,",15:35:51,Maria U-tad,Tan larga no sé si será pero el rollo es el mismo (son shonen)
"24/3/20,",19:00:41,Lara U-tad,Gordis una pregunta
"24/3/20,",19:00:48,Lara U-tad,Que utilizo de exportado si quiero pasar un modelo de maya a zbrush?
"24/3/20,",19:44:06,Lara U-tad,Lo he exportado en obj y guay thank u
"28/3/20,",18:54:55,Lara U-tad,😂😂😂😂😂😂😂😂
"28/3/20,",19:19:01,Sil🐨,JAJAJAJAJA
"28/3/20,",19:21:42,Maria U-tad,😂😂😂
"28/3/20,",20:12:29,Lara U-tad,Me he aficionado a ver tik toks de gatos
"28/3/20,",20:12:32,Lara U-tad,🥺🥺🥺🥺🥺
"28/3/20,",20:22:37,Sil🐨,Jajajajaja
"28/3/20,",20:22:46,Sil🐨,Yo me veo los de Instagram
"28/3/20,",20:22:50,Sil🐨,Tengo que confesar
"28/3/20,",21:14:17,Ting Chen U-tad,Y yo
"28/3/20,",21:14:20,Ting Chen U-tad,😂😂😂😂😂😂
"29/3/20,",13:05:25,Lara U-tad,Chiicas
"29/3/20,",13:05:29,Lara U-tad,Necesito vuestra ayuda
"29/3/20,",13:05:34,Lara U-tad,Ya me tiene Fairy tail
"29/3/20,",13:05:38,Lara U-tad,Estoy muy triste
"29/3/20,",13:06:41,Lara U-tad,Me gustaría encontrarme un anime como Fairy tail pero con más amor
"29/3/20,",13:06:45,Lara U-tad,Porque estoy muy sola
"29/3/20,",13:09:14,Sil🐨,Pásate a los dramas
"29/3/20,",13:09:20,Sil🐨,Enganchan mucho eh
"29/3/20,",13:10:13,Lara U-tad,Uf es que un drama es demasiado pesado
"29/3/20,",13:10:30,Sil🐨,Te puedes ver violet evergarden
"29/3/20,",13:10:54,Lara U-tad,De qué va?
"29/3/20,",13:11:02,Sil🐨,¿Aún no has visto “Violet Evergarden” en Netflix?
"29/3/20,",13:12:08,Sil🐨,Valee la descripción no ayuda mucho
"29/3/20,",13:14:28,Sil🐨,Creo que todas me las recomendó maría
"29/3/20,",13:15:26,Sil🐨,Ahh también tipo Fairy
"29/3/20,",13:15:26,Lara U-tad,Odio empezarme una serie porque luego se acaba y siento que mi mundo cae y es cuando más sola me siento
"29/3/20,",13:15:28,Sil🐨,Esta
"29/3/20,",13:15:51,Sil🐨,Esta también es larga
"29/3/20,",13:16:01,Sil🐨,Es la que se veía Jorge en clase
"29/3/20,",13:16:23,Sil🐨,Beastars
"29/3/20,",13:16:28,Sil🐨,También está chula
"29/3/20,",13:16:35,Lara U-tad,Y hay amor?
"29/3/20,",13:16:39,Sil🐨,Sii
"29/3/20,",13:16:45,Sil🐨,Inuyasha
"29/3/20,",13:16:54,Sil🐨,Yo te doy una lista larga
"29/3/20,",13:16:53,Lara U-tad,Vale pues voy a echar un ojo
"29/3/20,",13:17:04,Sil🐨,Y la que más te mole te la ves
"29/3/20,",13:17:19,Sil🐨,María seguro que sabe más
"29/3/20,",13:18:26,Sil🐨,Your lie in april
"29/3/20,",13:19:00,Sil🐨,Y nose más
"29/3/20,",13:19:04,Sil🐨,Ahora mismo
"29/3/20,",13:19:09,Maria U-tad,He escuchado mi nombre
"29/3/20,",13:19:12,Maria U-tad,xD
"29/3/20,",13:19:14,Sil🐨,Jajajajaja
"29/3/20,",13:19:15,Lara U-tad,Esa creo que la dijo Carlos pero tiene pinta de dramon
"29/3/20,",13:19:15,Sil🐨,Holaaa
"29/3/20,",13:19:21,Maria U-tad,"Importante, quieres que terminen bien o mal?"
"29/3/20,",13:19:28,Lara U-tad,Hombre bien
"29/3/20,",13:19:32,Lara U-tad,A poder ser jajajajaja
"29/3/20,",13:19:43,Maria U-tad,"Guay, entonces your lie in April no jajajajaja"
"29/3/20,",13:19:45,Sil🐨,Entonces violeta caca
"29/3/20,",13:19:54,Sil🐨,Y esa tampoco
"29/3/20,",13:19:55,Sil🐨,Jajajajaja
"29/3/20,",13:20:01,Lara U-tad,Vaya jajajaja
"29/3/20,",13:20:32,Sil🐨,Entonces
"29/3/20,",13:20:34,Maria U-tad,Toradora
"29/3/20,",13:20:35,Sil🐨,Toradora
"29/3/20,",13:20:42,Sil🐨,Los siete pecados capitales
"29/3/20,",13:20:44,Maria U-tad,Jajajajaja xD
"29/3/20,",13:20:52,Maria U-tad,"Está sin terminar, warning"
"29/3/20,",13:21:08,Sil🐨,JAJAJAJAJA
"29/3/20,",13:21:10,Sil🐨,muere
"29/3/20,",13:21:13,Maria U-tad,Bakuman
"29/3/20,",13:21:16,Sil🐨,Mierda*
"29/3/20,",13:21:21,Lara U-tad,Bakuman? Jajajaja
"29/3/20,",13:21:29,Maria U-tad,Fullmetal Alchemist Brotherhood
"29/3/20,",13:21:30,Ting Chen U-tad,😍😍😍😍😍
"29/3/20,",13:21:45,Sil🐨,Ohhh 😍
"29/3/20,",13:22:08,Ting Chen U-tad,Me encanta
"29/3/20,",13:22:21,Ting Chen U-tad,Creo q voy a volver a verla
"29/3/20,",13:22:24,Ting Chen U-tad,😂😂😂😂😂
"29/3/20,",13:22:29,Sil🐨,No me la acabe
"29/3/20,",13:22:34,Sil🐨,Nos la vemos juntas
"29/3/20,",13:22:43,Ting Chen U-tad,500 capítulos
"29/3/20,",13:22:50,Sil🐨,😏
"29/3/20,",13:22:53,Maria U-tad,Peach girl creo que acababa bien
"29/3/20,",13:22:54,Sil🐨,Tenemos tiempo
"29/3/20,",13:23:07,Ting Chen U-tad,Tomaaaaa
"29/3/20,",13:23:34,Ting Chen U-tad,Cuando sale sesshumaru grito vale
"29/3/20,",13:23:42,Ting Chen U-tad,Mi amor verdadero
"29/3/20,",13:23:47,Sil🐨,Valee JAJAJAJAJA
"29/3/20,",13:23:48,Ting Chen U-tad,Y platónico
"29/3/20,",13:23:49,Lara U-tad,Creo que me voy a ver esta
"29/3/20,",13:23:53,Maria U-tad,"Miralas que otacos, les falta no ducharse tanto"
"29/3/20,",13:23:55,Lara U-tad,Dios a ver qué tal
"29/3/20,",13:24:01,Lara U-tad,😂😂😂😂😂😂
"29/3/20,",13:24:11,Maria U-tad,"Es la puta polla, anime y manga"
"29/3/20,",13:24:14,Sil🐨,JAJAJAJAJA
"29/3/20,",13:24:26,Sil🐨,Sii es muy bonita
"29/3/20,",13:24:36,Sil🐨,Yo no me he visto el anime
"29/3/20,",13:24:36,Lara U-tad,Muchas gracias mi consejo de chicas
"29/3/20,",13:24:40,Lara U-tad,Siempre me ayudan
"29/3/20,",13:28:08,Lara U-tad,Cómo vas con Fairy tail ti Silvia?
"29/3/20,",13:41:36,Sil🐨,Voy t2 cap 72
"29/3/20,",13:41:44,Sil🐨,JAJAJAJAJA
"29/3/20,",13:41:54,Sil🐨,es lo que hay en nexflit
"29/3/20,",14:11:53,Lara U-tad,Tía busca en internet que están todos
"29/3/20,",14:11:57,Lara U-tad,Jajajajajaj
"29/3/20,",14:12:43,Sil🐨,Jajajajaja lo sé
"29/3/20,",14:13:08,Sil🐨,Pero me da pereza
"29/3/20,",14:13:18,Sil🐨,Lo acabaré buscando
"29/3/20,",14:13:21,Sil🐨,Cuando me la acabe
"29/3/20,",14:21:18,Lara U-tad,Te salen seguidos
"30/3/20,",15:19:31,Sil🐨,Suéltalo
"30/3/20,",15:19:54,Ting Chen U-tad,Ayyyy
"30/3/20,",15:20:01,Ting Chen U-tad,No puedo ir 😭😭😭
"30/3/20,",15:20:11,Ting Chen U-tad,Let it go
"30/3/20,",15:20:48,Sil🐨,JAJAJAJAJA
"30/3/20,",15:21:04,Sil🐨,Yo quiero aquí en mi casa
"30/3/20,",15:22:38,Ting Chen U-tad,Y yooo
"30/3/20,",15:23:24,Lara U-tad,Nieva mazooo
"30/3/20,",15:23:26,Lara U-tad,Pero no cuaja
"30/3/20,",15:25:54,Sil🐨,Que mal
"30/3/20,",15:26:12,Sil🐨,Aquí llueve así que no cuajará
"30/3/20,",15:44:36,Ting Chen U-tad,☹️☹️☹️
"4/4/20,",15:50:34,Lara U-tad,Lo mejor es que la chica pone: tengo un comentario de estilo china andaluza WTF? Jjajajajaja
"4/4/20,",15:50:48,Ting Chen U-tad,Mi amiga
"4/4/20,",15:51:00,Ting Chen U-tad,Quiero ser su amiga
"4/4/20,",15:51:03,Ting Chen U-tad,😂😂😂😂😂
"4/4/20,",15:51:28,Sil🐨,JAJAJAJAJA
"4/4/20,",15:51:42,Sil🐨,pobrecites tío
"4/4/20,",15:51:51,Sil🐨,Yo te pido perdón Ting
"4/4/20,",15:52:00,Lara U-tad,Jajajajaja Silvia no!
"4/4/20,",15:52:06,Lara U-tad,No vayas ahora de buenica
"4/4/20,",15:52:12,Sil🐨,JAJAJAJAJA
"4/4/20,",15:52:17,Lara U-tad,Eres tan mala como todos 😈
"4/4/20,",15:52:26,Lara U-tad,Eso sí nosotros no nos hemos pasado tanto
"4/4/20,",15:52:27,Lara U-tad,Osea
"4/4/20,",15:52:27,Sil🐨,Por eso le pido perdón joo
"4/4/20,",15:52:32,Lara U-tad,No te comas a mi perro
"4/4/20,",15:52:36,Ting Chen U-tad,No os perdono nunca !!!
"4/4/20,",15:52:38,Lara U-tad,WTF 😂😂😂😂😂
"4/4/20,",15:52:48,Sil🐨,JAJAJAJAJA se han pasado
"4/4/20,",15:52:54,Ting Chen U-tad,Pero con gato si
"4/4/20,",15:52:58,Lara U-tad,Y : anda pues no eres amarilla
"4/4/20,",15:53:13,Ting Chen U-tad,Fuera puta
"4/4/20,",15:53:20,Lara U-tad,Pues a mí casa no vuelves jajajaja
"4/4/20,",15:53:27,Sil🐨,O dios
"4/4/20,",15:53:29,Ting Chen U-tad,Brujaaaa
"4/4/20,",15:53:34,Sil🐨,Se abrió el cajón de mierda
"4/4/20,",15:53:46,Sil🐨,Gatitos bebés
"4/4/20,",15:53:51,Lara U-tad,Sii
"4/4/20,",15:53:59,Lara U-tad,A ver si es asi
"4/4/20,",15:54:08,Lara U-tad,Que tampoco lo sabemos con certeza
"4/4/20,",15:54:10,Ting Chen U-tad,Voy a tu casa a robar un gatito
"4/4/20,",15:54:44,Sil🐨,JAJAJAJAJA
"4/4/20,",15:55:12,Maria U-tad,Acabo de llegar y la conversación no decepciona
"4/4/20,",15:55:17,Maria U-tad,😂😂😂
"4/4/20,",15:55:17,Ting Chen U-tad,Pa tener uno
"4/4/20,",15:55:22,Lara U-tad,😂😂😂
"4/4/20,",15:55:25,Ting Chen U-tad,Si no me dais lo robo
"4/4/20,",15:55:33,Ting Chen U-tad,😂😂😂😂
"4/4/20,",15:56:00,Ting Chen U-tad,Ostia
"4/4/20,",15:56:07,Ting Chen U-tad,Hay me has pillado
"4/4/20,",15:56:12,Ting Chen U-tad,😂😂😂
"4/4/20,",15:56:49,Lara U-tad,Y claro que te he pillado jajajajajaja
"4/4/20,",15:57:10,Ting Chen U-tad,Lo robare después de cuarentena
"4/4/20,",15:57:15,Sil🐨,Y también Sii tiene o no bebes
"4/4/20,",15:57:25,Lara U-tad,Para ello creo que Habré muerto
"4/4/20,",15:57:38,Lara U-tad,También también
"4/4/20,",15:57:43,Lara U-tad,Hoy hacéis algo?
"4/4/20,",15:57:59,Ting Chen U-tad,Jajajajaja
"4/4/20,",15:58:03,Ting Chen U-tad,Bebí contigo
"4/4/20,",15:58:08,Ting Chen U-tad,Desde la distancia
"4/4/20,",15:58:10,Sil🐨,Creo que estaremos muertos todos
"4/4/20,",15:58:11,Lara U-tad,Eso me dolió jjajajajaja
"4/4/20,",15:58:13,Sil🐨,JAJAJAJAJA
"4/4/20,",15:58:19,Ting Chen U-tad,😂😂😂😂😂😂
"4/4/20,",15:58:27,Maria U-tad,Ver anime pk he sido muy productiva últimamente y me apetece tocarme las pelotas 😂😂
"4/4/20,",15:58:40,Lara U-tad,Estáis libres? Queréis hacer un Skype esta tarde
"4/4/20,",15:59:08,Maria U-tad,Mejor discord no?
"4/4/20,",15:59:25,Sil🐨,Yo sii no estoy con el churri Sii
"4/4/20,",15:59:57,Sil🐨,Ting deja el lol
"4/4/20,",16:00:13,Sil🐨,El discord en el móvil
"4/4/20,",16:00:22,Lara U-tad,Ah guay entonces
"4/4/20,",16:00:36,Ting Chen U-tad,Mira silvia mi pc se ha muerto 💔
"4/4/20,",16:00:40,Sil🐨,Dios! Mis respetos
"4/4/20,",16:01:01,Lara U-tad,Eso te pasa por tanto lol
"4/4/20,",16:01:03,Sil🐨,Enserio? Y ahora que haces?
"4/4/20,",16:01:19,Maria U-tad,T_T
"4/4/20,",16:01:24,Sil🐨,Pues como para hacer trabajos para una demo
"4/4/20,",16:01:51,Maria U-tad,Mira que la gente de la universidad es gilipollas
"4/4/20,",16:01:56,Ting Chen U-tad,Llorar en una esquina
"4/4/20,",16:02:10,Maria U-tad,Que no puedo hacer nada de montaje pk no puedo usar el ordenador y no tengo ni cámara
"4/4/20,",16:02:12,Lara U-tad,Y encima sin gatos
"4/4/20,",16:02:15,Lara U-tad,Ya me joderia
"4/4/20,",16:02:24,Maria U-tad,Ya ves xD
"4/4/20,",16:02:29,Ting Chen U-tad,Es q meritxel nos mando el correo diciendo haced demo y mi pc 💥
"4/4/20,",16:02:38,Maria U-tad,Es una señal
"4/4/20,",16:02:45,Ting Chen U-tad,Oh fuck
"4/4/20,",16:02:48,Ting Chen U-tad,Lo sé
"4/4/20,",16:02:51,Ting Chen U-tad,Lo sé
"4/4/20,",16:03:12,Ting Chen U-tad,Voy a beber hasta q termine esta cuarentena
"4/4/20,",16:03:30,Sil🐨,JAJAJAJAJA anime por el movil
"4/4/20,",16:03:30,Ting Chen U-tad,Ehhhh
"4/4/20,",16:03:37,Sil🐨,Yo no lo voy a hacer
"4/4/20,",16:03:44,Sil🐨,J
"4/4/20,",16:03:44,Ting Chen U-tad,Jajajajajajja
"4/4/20,",16:03:48,Sil🐨,JAJAJAJAJA
"4/4/20,",16:03:55,Ting Chen U-tad,Me ha encantado
"4/4/20,",16:04:11,Sil🐨,Que vas a beber
"4/4/20,",16:04:13,Sil🐨,!?
"4/4/20,",16:04:15,Sil🐨,JAJAJAJAJA
"4/4/20,",16:04:20,Ting Chen U-tad,Mira
"4/4/20,",16:04:22,Ting Chen U-tad,Ojo
"4/4/20,",16:04:25,Ting Chen U-tad,Tengo ron
"4/4/20,",16:04:29,Ting Chen U-tad,Y Coca Cola
"4/4/20,",16:04:40,Sil🐨,y tus padres
"4/4/20,",16:04:47,Sil🐨,Beben contigo
"4/4/20,",16:04:48,Ting Chen U-tad,Le dije a mi padre trae ron y Coca Cola y mi padre flipando
"4/4/20,",16:04:59,Sil🐨,JAJAJAJAJA
"4/4/20,",16:05:03,Ting Chen U-tad,Beben vino
"4/4/20,",16:05:09,Ting Chen U-tad,😂😂😂😂😂😂
"4/4/20,",16:05:18,Maria U-tad,😂😂😂
"4/4/20,",16:05:44,Ting Chen U-tad,Jajajajjajajajaj
"4/4/20,",16:06:00,Ting Chen U-tad,Cómpralo ahora
"4/4/20,",16:06:33,Sil🐨,JAJAJAJAJA
"4/4/20,",16:06:39,Sil🐨,Mierda
"4/4/20,",16:06:44,Sil🐨,Yo no tengo na
"4/4/20,",16:06:56,Sil🐨,Bueno puedo busca
"4/4/20,",16:07:08,Sil🐨,Se van a quedar mis padres con una cara
"4/4/20,",16:07:33,Maria U-tad,"Yo tengo ron, Baileys, vino dulce, whisky, vino tinto y cerveza"
"4/4/20,",16:07:45,Maria U-tad,Para no beber tengo mucho alcohol en mi casa 😂
"4/4/20,",16:08:23,Ting Chen U-tad,Dios
"4/4/20,",16:08:29,Ting Chen U-tad,No mientes maría
"4/4/20,",16:08:49,Ting Chen U-tad,En verdad maría bebe todos los días
"4/4/20,",16:08:55,Ting Chen U-tad,😂😂😂😂😂
"4/4/20,",16:09:11,Sil🐨,JAJAJAJAJA
"4/4/20,",16:09:14,Sil🐨,dios
"4/4/20,",16:09:18,Sil🐨,Así Sii
"4/4/20,",16:33:01,Lara U-tad,JAJAJAJAJAJ
"4/4/20,",16:33:06,Lara U-tad,luego miro si tengo algo
"5/4/20,",22:45:30,Maria U-tad,Chicaaas
"5/4/20,",22:45:37,Maria U-tad,Estoy haciendo un bingo de la u tad
"5/4/20,",22:45:40,Maria U-tad,Edición Ajei
"5/4/20,",22:45:48,Maria U-tad,Queréis colaborar?
"5/4/20,",22:45:52,Maria U-tad,Que necesito cosas que poner
"5/4/20,",22:46:06,Maria U-tad,Es en plan los de insta
"5/4/20,",22:49:00,Lara U-tad,No se si lo entiendo jajajaja
"5/4/20,",22:49:20,Maria U-tad,En plan esto
"5/4/20,",22:49:30,Maria U-tad,Que me lo han mandado de mi instituto y me ha hecho gracia
"5/4/20,",22:49:58,Maria U-tad,"Pero en vez de Yo Nunca, un bingo de cosas que han pasado en la uni"
"5/4/20,",22:58:58,Maria U-tad,Yo es que he hecho mazo de esos xD
"5/4/20,",22:58:59,Maria U-tad,Justo
"5/4/20,",22:59:01,Maria U-tad,En plan
"5/4/20,",22:59:08,Maria U-tad,Gemma te ha llamado mozico
"5/4/20,",22:59:13,Maria U-tad,"Te ha pasado, pues lo tachas"
"5/4/20,",22:59:27,Maria U-tad,La u tad te ha acusado de moroso
"5/4/20,",22:59:43,Maria U-tad,Se ha caído el blackboard al entregr un examen
"5/4/20,",23:00:06,Maria U-tad,Has escuchado a Casielles decir polla al menos 1 vez
"5/4/20,",23:00:23,Maria U-tad,Mierdas así
"5/4/20,",23:01:40,Sil🐨,Yo estoy en modo off ahora mismo
"5/4/20,",23:01:51,Sil🐨,Sii se me ocurren digo
"5/4/20,",23:02:20,Sil🐨,Pero no te olvides de Alfonso la polla más sudada de la u tad
"5/4/20,",23:03:12,Maria U-tad,Cierto
"5/4/20,",23:03:33,Maria U-tad,Puedo poner: Alfonso no sabe quién coño eres
"5/4/20,",23:03:59,Ting Chen U-tad,Y
"5/4/20,",23:04:06,Ting Chen U-tad,Javier Martínez ?
"5/4/20,",23:04:11,Maria U-tad,😂😂😂
"5/4/20,",23:04:22,Sil🐨,JAJAJAJAJA
"5/4/20,",23:04:26,Sil🐨,me has matado
"5/4/20,",23:04:33,Ting Chen U-tad,😂😂😂😂😂
