,Fecha,Dia,Num_Day,Num_Month,Month,Year,Hora,Persona,Mensaje,clean_text,timestamp,texBlod,sentimiento_vader,n-grams
426,06/01/2024,Sabado,6,1,Ene,2024,20:39:08,Alana Ironhack,Para ver si me peino jajaja,ver si peino jajajar,2024-01-06 20:39:08,neutro,neutro,neutro
427,06/01/2024,Sabado,6,1,Ene,2024,20:39:11,Sil🐨,yo esq tengo mac y por lo visto no funciona,ser tener mac l visto funcionar,2024-01-06 20:39:11,neutro,neutro,neutro
428,06/01/2024,Sabado,6,1,Ene,2024,20:39:36,Sil🐨,esa esta chulisima,chulisima,2024-01-06 20:39:36,neutro,neutro,neutro
429,06/01/2024,Sabado,6,1,Ene,2024,20:39:38,~ Teresa,Jajajajajja,jajajajajjo,2024-01-06 20:39:38,neutro,neutro,neutro
430,06/01/2024,Sabado,6,1,Ene,2024,20:39:58,~ Teresa,Los reyes no quieren que te peines,rey querer t peinser,2024-01-06 20:39:58,neutro,neutro,neutro
431,06/01/2024,Sabado,6,1,Ene,2024,20:40:24,Alana Ironhack,No no esq los de Mac tenían que instalar otra cosa,ser mac teniar instalar cosa,2024-01-06 20:40:24,neutro,neutro,neutro
432,06/01/2024,Sabado,6,1,Ene,2024,20:40:46,Alana Ironhack,Ya sé y como no quieren que me peine seguiré peinada de cebolla todo el bootcamp,l querer peinar seguire peinado cebolla bootcamp,2024-01-06 20:40:46,neutro,neutro,neutro
433,06/01/2024,Sabado,6,1,Ene,2024,20:41:03,Alana Ironhack,O pago la mensualidad del bootcamp o me compro la dyson jaja,pagar mensualidad bootcamp compro dyson jajar,2024-01-06 20:41:03,neutro,neutro,neutro
434,06/01/2024,Sabado,6,1,Ene,2024,20:41:52,Sil🐨,a mi me han dicho que tengo que hacer una maquina virtual para tener windows,haber decir tener hacer maquina virtual tener windows,2024-01-06 20:41:52,neutro,neutro,neutro
435,06/01/2024,Sabado,6,1,Ene,2024,20:42:00,Sil🐨,veras la que voy a liar,vera ir liar,2024-01-06 20:42:00,neutro,negativo,neutro
436,06/01/2024,Sabado,6,1,Ene,2024,20:48:31,~ Teresa,Ánimo y buena suerte!,animo buen suerte,2024-01-06 20:48:31,neutro,neutro,neutro
437,06/01/2024,Sabado,6,1,Ene,2024,21:29:06,Alana Ironhack,No capi verás q lo logras ,capi vera l lograr,2024-01-06 21:29:06,neutro,neutro,neutro
438,08/01/2024,Lunes,8,1,Ene,2024,10:21:05,Alana Ironhack,Capibaras,capibara,2024-01-08 10:21:05,neutro,neutro,neutro
439,08/01/2024,Lunes,8,1,Ene,2024,10:21:07,Alana Ironhack,Como están?? Ya listas para volver a clase,lista volver clase,2024-01-08 10:21:07,neutro,neutro,neutro
440,08/01/2024,Lunes,8,1,Ene,2024,10:21:11,Alana Ironhack,Saben que estaba pensando que en nada terminamos módulo 2,saber pensar terminar modulo,2024-01-08 10:21:11,neutro,neutro,neutro
441,08/01/2024,Lunes,8,1,Ene,2024,10:21:26,Sil🐨,No estoy preparada,preparado,2024-01-08 10:21:26,neutro,neutro,neutro
442,08/01/2024,Lunes,8,1,Ene,2024,10:21:45,Sil🐨,Sigo en modo navidad,seguir modo navidad,2024-01-08 10:21:45,neutro,neutro,neutro
443,08/01/2024,Lunes,8,1,Ene,2024,10:21:51,Sil🐨,Jajajajaja,jajajajajar,2024-01-08 10:21:51,neutro,neutro,neutro
444,08/01/2024,Lunes,8,1,Ene,2024,10:22:10,Sil🐨,Sii yo lo estaba pensando,sii l pensar,2024-01-08 10:22:10,neutro,neutro,neutro
445,08/01/2024,Lunes,8,1,Ene,2024,10:22:57,~ Teresa,Que depresión esta mañana,depresion manana,2024-01-08 10:22:57,neutro,neutro,neutro
446,08/01/2024,Lunes,8,1,Ene,2024,10:23:04,~ Teresa,"Madrugar, trabajar y clase",madrugar trabajar clase,2024-01-08 10:23:04,neutro,neutro,neutro
447,08/01/2024,Lunes,8,1,Ene,2024,10:23:14,~ Teresa,Yo quiero seguir comiendo langostinos,querer seguir comer langostino,2024-01-08 10:23:14,neutro,neutro,neutro
448,08/01/2024,Lunes,8,1,Ene,2024,10:23:27,~ Teresa,Eso significa… PROYECTOOOO!,significar proyectoooo,2024-01-08 10:23:27,neutro,neutro,neutro
449,08/01/2024,Lunes,8,1,Ene,2024,10:24:08,Sil🐨,JAJAJAJAJA,jajajajajar,2024-01-08 10:24:08,neutro,neutro,neutro
450,08/01/2024,Lunes,8,1,Ene,2024,10:25:25,Alana Ironhack,Ahhh claro esq tmb tenias vacaciones del curro,ahhh claro ser tmb tenia vacacin curro,2024-01-08 10:25:25,neutro,neutro,neutro
451,08/01/2024,Lunes,8,1,Ene,2024,10:25:25,Alana Ironhack,Pff así es más duro,pff asi ser mas duro,2024-01-08 10:25:25,neutro,neutro,neutro
452,08/01/2024,Lunes,8,1,Ene,2024,17:28:56,Sil🐨,Capis,capis,2024-01-08 17:28:56,neutro,neutro,neutro
453,08/01/2024,Lunes,8,1,Ene,2024,17:29:03,Sil🐨,Estáis ya alguna por allí?,estai alguno alli,2024-01-08 17:29:03,neutro,neutro,neutro
454,08/01/2024,Lunes,8,1,Ene,2024,17:32:17,~ Teresa,"Noup, yo hoy voy directa del curro 😫",noup hoy ir directo curro,2024-01-08 17:32:17,neutro,neutro,neutro
455,08/01/2024,Lunes,8,1,Ene,2024,17:33:22,Sil🐨,Bueno pues yo en nada estoy por allí,bueno pues alli,2024-01-08 17:33:22,neutro,neutro,neutro
456,08/01/2024,Lunes,8,1,Ene,2024,17:33:32,Sil🐨,Jajajajaja,jajajajajar,2024-01-08 17:33:32,neutro,neutro,neutro
457,08/01/2024,Lunes,8,1,Ene,2024,17:48:59,Alana Ironhack,Yo estoy llegando,llegar,2024-01-08 17:48:59,neutro,neutro,neutro
458,10/01/2024,Miercoles,10,1,Ene,2024,11:12:11,~ Teresa,Capiiis,capi,2024-01-10 11:12:11,neutro,neutro,neutro
459,10/01/2024,Miercoles,10,1,Ene,2024,11:12:34,~ Teresa,Estoy jugando con el calendario para pillarme días de vacas y avisar con tiempo,jugar calendario pillar dia vaca avisar tiempo,2024-01-10 11:12:34,neutro,neutro,neutro
460,10/01/2024,Miercoles,10,1,Ene,2024,11:13:01,~ Teresa,"El proyecto tocho final es la semana 24 del curso que es la del 11-marzo, verdad?",proyecto tocho final ser semana curso ser marzo verdad,2024-01-10 11:13:01,neutro,neutro,neutro
461,10/01/2024,Miercoles,10,1,Ene,2024,11:32:23,Alana Ironhack,Mmm yo había visto que el 16,mmm habia visto,2024-01-10 11:32:23,neutro,neutro,neutro
462,10/01/2024,Miercoles,10,1,Ene,2024,11:32:24,Alana Ironhack,Esq no tengo aquí el calendario del curso,ser tener aqui calendario curso,2024-01-10 11:32:24,neutro,neutro,neutro
463,10/01/2024,Miercoles,10,1,Ene,2024,11:33:15,~ Teresa,"Pero cuadra, el 16 de marzo es sábado, o sea que quizá sea ese el día de la presentación",cuadra marzo ser sabar quizar ser dia presentacion,2024-01-10 11:33:15,neutro,neutro,neutro
464,10/01/2024,Miercoles,10,1,Ene,2024,11:35:31,Alana Ironhack,Sorry no vi que pusiste la semana del,sorry ver pusistar semana,2024-01-10 11:35:31,negativo,negativo,neutro
465,10/01/2024,Miercoles,10,1,Ene,2024,11:35:44,Alana Ironhack,Solo vi 11 y listo jajaja,solo ver listo jajaja,2024-01-10 11:35:44,neutro,neutro,neutro
466,10/01/2024,Miercoles,10,1,Ene,2024,11:36:06,Alana Ironhack,Yo me he pedido tmb vacas,haber pedir tmb vaca,2024-01-10 11:36:06,neutro,neutro,neutro
467,10/01/2024,Miercoles,10,1,Ene,2024,11:36:12,Alana Ironhack,Desde el 5 jajaja,jajajar,2024-01-10 11:36:12,neutro,neutro,neutro
468,10/01/2024,Miercoles,10,1,Ene,2024,11:36:58,~ Teresa,A mí creo que solo me darán tres días por ser marzo todavía así que lo estoy cuadrando para pillarme de lunes a miércoles y así aprovechar fin de semana,creo solo darar tres dia ser marzo todaviir asi l cuadrar pillar lunes miercol asi aprovechar fin semana,2024-01-10 11:36:58,neutro,neutro,neutro
469,10/01/2024,Miercoles,10,1,Ene,2024,11:37:12,~ Teresa,En mi caso será desde el 4,caso sera,2024-01-10 11:37:12,neutro,neutro,neutro
470,10/01/2024,Miercoles,10,1,Ene,2024,11:37:34,~ Teresa,Nos veremos acampadas esos días en Matadero 🤜🏼🤛🏼,ver acampada dia matadero,2024-01-10 11:37:34,neutro,neutro,neutro
471,10/01/2024,Miercoles,10,1,Ene,2024,11:37:45,Alana Ironhack,Si si yo me voy a mudar ahí jajaja,si si ir mudar ahi jajajar,2024-01-10 11:37:45,neutro,neutro,neutro
472,10/01/2024,Miercoles,10,1,Ene,2024,11:38:23,Alana Ironhack,Esas dos semanas duermo en el coche jaja,dos semana duermo coche jajar,2024-01-10 11:38:23,neutro,neutro,neutro
473,10/01/2024,Miercoles,10,1,Ene,2024,11:38:37,~ Teresa,Ayer me pudo la pereza y ni me puse con SQL 😖,ayer poder pereza poner sql,2024-01-10 11:38:37,neutro,neutro,neutro
474,10/01/2024,Miercoles,10,1,Ene,2024,11:38:48,Alana Ironhack,Jajaja,jajaja,2024-01-10 11:38:48,neutro,neutro,neutro
475,10/01/2024,Miercoles,10,1,Ene,2024,11:39:02,~ Teresa,"Capi Sil, espero que lleves una semana comiendo ensaladitas",capi sil esperar llevser semana comer ensaladita,2024-01-10 11:39:02,neutro,neutro,neutro
476,10/01/2024,Miercoles,10,1,Ene,2024,11:40:38,Sil🐨,Holi Sii estoy,holi sii,2024-01-10 11:40:38,neutro,neutro,neutro
477,10/01/2024,Miercoles,10,1,Ene,2024,11:40:47,Sil🐨,El sábado me quedo,sabado quedar,2024-01-10 11:40:47,neutro,neutro,neutro
478,10/01/2024,Miercoles,10,1,Ene,2024,11:40:53,Alana Ironhack,Esq yo estoy viendo que más que Python piden sql,ser ver mas python pedir sql,2024-01-10 11:40:53,neutro,neutro,neutro
479,10/01/2024,Miercoles,10,1,Ene,2024,11:41:01,Sil🐨,Y estoy muy vaga yo también,vago tambien,2024-01-10 11:41:01,neutro,neutro,neutro
480,10/01/2024,Miercoles,10,1,Ene,2024,11:41:10,Alana Ironhack,Yeyyyyy!!!,yeyyyyy,2024-01-10 11:41:10,neutro,neutro,neutro
481,10/01/2024,Miercoles,10,1,Ene,2024,11:41:18,~ Teresa,Vaaaaamos!!,vaaaaar,2024-01-10 11:41:18,neutro,neutro,neutro
482,10/01/2024,Miercoles,10,1,Ene,2024,11:41:36,Alana Ironhack,Esa es la capi que yo conozco,ser capi conocer,2024-01-10 11:41:36,neutro,neutro,neutro
483,10/01/2024,Miercoles,10,1,Ene,2024,11:41:38,Alana Ironhack,Jajaja,jajaja,2024-01-10 11:41:38,neutro,neutro,neutro
484,10/01/2024,Miercoles,10,1,Ene,2024,11:41:44,Sil🐨,JAJAJAJAJA,jajajajajar,2024-01-10 11:41:44,neutro,neutro,neutro
485,10/01/2024,Miercoles,10,1,Ene,2024,11:42:06,Sil🐨,Yo me quedaré también para hacer los proyectos,quedare tambien hacer proyecto,2024-01-10 11:42:06,neutro,neutro,neutro
486,10/01/2024,Miercoles,10,1,Ene,2024,11:43:53,Alana Ironhack,Yo creo q este es mucho más relax que el otro,creer ser mas relax,2024-01-10 11:43:53,neutro,positivo,neutro
487,10/01/2024,Miercoles,10,1,Ene,2024,11:44:18,~ Teresa,Coincido,coincido,2024-01-10 11:44:18,neutro,neutro,neutro
488,10/01/2024,Miercoles,10,1,Ene,2024,11:44:19,Alana Ironhack,Es ponerlo bonito que se entienda y,ser poner l bonito l entender,2024-01-10 11:44:19,neutro,neutro,neutro
489,10/01/2024,Miercoles,10,1,Ene,2024,11:44:39,~ Teresa,"Al menos es mi esperanza, que el del módulo 2 sea más visual que otra cosa",menos ser esperanza modulo ser mas visual cosa,2024-01-10 11:44:39,neutro,neutro,neutro
490,10/01/2024,Miercoles,10,1,Ene,2024,11:44:47,Alana Ironhack,Gráficas de colorines,grafica colorn,2024-01-10 11:44:47,neutro,neutro,neutro
491,10/01/2024,Miercoles,10,1,Ene,2024,11:44:51,~ Teresa,Y ya la muerte pueda llegar en el final,muerte poder llegar final,2024-01-10 11:44:51,neutro,neutro,neutro
492,10/01/2024,Miercoles,10,1,Ene,2024,11:45:26,Alana Ironhack,Ay no quiero ni pensar en eso,ay querer pensar,2024-01-10 11:45:26,neutro,neutro,neutro
493,10/01/2024,Miercoles,10,1,Ene,2024,11:45:58,~ Teresa,"No lo pienses, problema de tu yo futuro, por ahora disfruta de los colorinchis",l piens problema futuro ahora disfrutar color,2024-01-10 11:45:58,neutro,neutro,neutro
494,10/01/2024,Miercoles,10,1,Ene,2024,11:46:36,Alana Ironhack,‎Se eliminó este mensaje.,l elimino mensaje,2024-01-10 11:46:36,neutro,neutro,neutro
495,10/01/2024,Miercoles,10,1,Ene,2024,11:46:51,Alana Ironhack,Si total,si total,2024-01-10 11:46:51,neutro,neutro,neutro
496,10/01/2024,Miercoles,10,1,Ene,2024,11:46:59,Alana Ironhack,Yo pienso en pizza y coorinchis,pensar pizza coorinchis,2024-01-10 11:46:59,neutro,neutro,neutro
497,10/01/2024,Miercoles,10,1,Ene,2024,11:48:17,Alana Ironhack,Amo la frase mi yo del futuro,amar frase futuro,2024-01-10 11:48:17,neutro,neutro,neutro
498,10/01/2024,Miercoles,10,1,Ene,2024,11:48:43,Alana Ironhack,X cierto el lunes x fin LinkedIn se dignó a desbloquear mi cuenta,cierto lunes fin linkedin l digno desbloquear cuenta,2024-01-10 11:48:43,neutro,neutro,neutro
499,10/01/2024,Miercoles,10,1,Ene,2024,11:48:49,Alana Ironhack,Así q estoy a tope jaja,asi tope jajar,2024-01-10 11:48:49,neutro,neutro,neutro
500,10/01/2024,Miercoles,10,1,Ene,2024,11:49:05,~ Teresa,On fire,on fire,2024-01-10 11:49:05,neutro,negativo,neutro
501,10/01/2024,Miercoles,10,1,Ene,2024,11:53:14,Alana Ironhack,Si si,si si,2024-01-10 11:53:14,neutro,neutro,neutro
502,10/01/2024,Miercoles,10,1,Ene,2024,11:57:37,Alana Ironhack,Yo termino el año en otro trabajo como que me llamo capi,termino ano trabajo llamar capi,2024-01-10 11:57:37,neutro,neutro,neutro
503,10/01/2024,Miercoles,10,1,Ene,2024,11:57:49,Alana Ironhack,Ganando más obvio si es para ganar lo mismo me quedo aquí jajaj,ganar mas obvio si ser ganar l mismo quedar aqui jajaj,2024-01-10 11:57:49,neutro,neutro,neutro
504,10/01/2024,Miercoles,10,1,Ene,2024,11:59:40,~ Teresa,Jajajajajajaja,jajajajajajaja,2024-01-10 11:59:40,neutro,neutro,neutro
505,10/01/2024,Miercoles,10,1,Ene,2024,11:59:52,~ Teresa,Y nosotras lo celebraremos 💃🏼💃🏼,nosotra l celebrar,2024-01-10 11:59:52,neutro,neutro,neutro
506,10/01/2024,Miercoles,10,1,Ene,2024,12:08:58,Sil🐨,Yo también!! Olee!!,tambien olee,2024-01-10 12:08:58,neutro,neutro,neutro
507,10/01/2024,Miercoles,10,1,Ene,2024,12:09:12,Sil🐨,Todo el mundo,mundo,2024-01-10 12:09:12,neutro,neutro,neutro
508,10/01/2024,Miercoles,10,1,Ene,2024,12:21:09,Alana Ironhack,Siiiii capi pequeña tmb,siiiii capi pequenar tmb,2024-01-10 12:21:09,neutro,neutro,neutro
509,10/01/2024,Miercoles,10,1,Ene,2024,16:41:21,Sil🐨,Oye chicas voy a intentar dar la clase desde casa,oir chica ir intentar dar clase casa,2024-01-10 16:41:21,neutro,neutro,neutro
510,10/01/2024,Miercoles,10,1,Ene,2024,16:41:37,Sil🐨,Que se me a puesto el papá malo y luego tengo que ir a recogerle,l poner papa malo luego tener ir recoger l,2024-01-10 16:41:37,neutro,neutro,neutro
511,10/01/2024,Miercoles,10,1,Ene,2024,16:56:52,~ Teresa,Ouh 😔,ouh,2024-01-10 16:56:52,neutro,neutro,neutro
512,10/01/2024,Miercoles,10,1,Ene,2024,16:57:03,~ Teresa,"Que no sea nada, te echaremos de menos pequeña capi!",ser t echar menos pequena capi,2024-01-10 16:57:03,neutro,neutro,neutro
513,10/01/2024,Miercoles,10,1,Ene,2024,16:59:04,Sil🐨,Espero que sea hoy tableau,esperar ser hoy tableau,2024-01-10 16:59:04,neutro,neutro,neutro
514,10/01/2024,Miercoles,10,1,Ene,2024,17:09:59,Alana Ironhack,Ay capi espero mejore,ay capi esperar mejore,2024-01-10 17:09:59,neutro,neutro,neutro
515,10/01/2024,Miercoles,10,1,Ene,2024,17:10:44,Alana Ironhack,Ntp nosotros te ponemos al día pequeño mamífero,ntp t poner dia pequeno mamifero,2024-01-10 17:10:44,neutro,neutro,neutro
516,10/01/2024,Miercoles,10,1,Ene,2024,17:18:02,Sil🐨,Luego a ver si me entero,luego ver si enterar,2024-01-10 17:18:02,neutro,neutro,neutro
517,10/01/2024,Miercoles,10,1,Ene,2024,20:32:50,Sil🐨,Estáis ya en clase?,estai clase,2024-01-10 20:32:50,neutro,neutro,neutro
518,10/01/2024,Miercoles,10,1,Ene,2024,20:33:16,Alana Ironhack,No no aún no,aun,2024-01-10 20:33:16,neutro,neutro,neutro
519,10/01/2024,Miercoles,10,1,Ene,2024,20:35:14,Alana Ironhack,Ya vamos a empezar capi,ir empezar capi,2024-01-10 20:35:14,neutro,neutro,neutro
520,10/01/2024,Miercoles,10,1,Ene,2024,20:36:08,Sil🐨,Estoy metida en la de antes,metido,2024-01-10 20:36:08,neutro,neutro,neutro
521,10/01/2024,Miercoles,10,1,Ene,2024,20:36:40,Sil🐨,Que se salió Octavio y me quede sola,l salio octavio quedar solo,2024-01-10 20:36:40,neutro,neutro,neutro
522,10/01/2024,Miercoles,10,1,Ene,2024,20:36:55,~ Teresa,Ya se conecto verdad?,l conecto verdad,2024-01-10 20:36:55,neutro,neutro,neutro
523,10/01/2024,Miercoles,10,1,Ene,2024,20:37:07,Sil🐨,Ahora sii,ahora sii,2024-01-10 20:37:07,neutro,neutro,neutro
524,10/01/2024,Miercoles,10,1,Ene,2024,20:37:51,Sil🐨,Pero no veo,ver,2024-01-10 20:37:51,neutro,neutro,neutro
525,10/01/2024,Miercoles,10,1,Ene,2024,20:45:42,Sil🐨,Con que estáis?,estai,2024-01-10 20:45:42,neutro,neutro,neutro
526,10/01/2024,Miercoles,10,1,Ene,2024,20:46:02,~ Teresa,Tito Víctor,tito victor,2024-01-10 20:46:02,neutro,neutro,neutro
527,10/01/2024,Miercoles,10,1,Ene,2024,20:46:17,~ Teresa,Estamos instalando Tableau pero no está conectado con su ordenador,instalar tableau conectado ordenador,2024-01-10 20:46:17,neutro,neutro,neutro
528,10/01/2024,Miercoles,10,1,Ene,2024,20:46:36,Sil🐨,Esq Octavio me dejo solita en la sala,ser octavio dejar solita sala,2024-01-10 20:46:36,neutro,neutro,neutro
529,10/01/2024,Miercoles,10,1,Ene,2024,20:46:47,~ Teresa,"Hay que comenzar el primer lab, el de intro por nuestra parte",haber comenzar primero lab intro parte,2024-01-10 20:46:47,neutro,neutro,neutro
530,10/01/2024,Miercoles,10,1,Ene,2024,20:47:25,Sil🐨,Valee voy a instalarme que no tengo la última versión,valee ir instalarme tener ultimo version,2024-01-10 20:47:25,neutro,neutro,neutro
531,10/01/2024,Miercoles,10,1,Ene,2024,20:47:31,Sil🐨,Y nose que le pasará,l l pasar,2024-01-10 20:47:31,neutro,neutro,neutro
532,10/01/2024,Miercoles,10,1,Ene,2024,20:47:58,~ Teresa,Tableau desktop public es,tableau desktop public ser,2024-01-10 20:47:58,neutro,neutro,neutro
533,10/01/2024,Miercoles,10,1,Ene,2024,20:50:57,Sil🐨,Salgo a por mi papá,salgo papa,2024-01-10 20:50:57,neutro,neutro,neutro
534,10/01/2024,Miercoles,10,1,Ene,2024,20:51:04,Sil🐨,Ahora vuelvo por si se conecta,ahora volver si l conectar,2024-01-10 20:51:04,neutro,neutro,neutro
535,10/01/2024,Miercoles,10,1,Ene,2024,20:51:11,~ Teresa,Perfect,perfect,2024-01-10 20:51:11,positivo,positivo,neutro
536,10/01/2024,Miercoles,10,1,Ene,2024,21:05:05,Sil🐨,ya volvi,volvi,2024-01-10 21:05:05,neutro,neutro,neutro
537,10/01/2024,Miercoles,10,1,Ene,2024,21:05:12,Sil🐨,alguna novedad,alguno novedad,2024-01-10 21:05:12,neutro,neutro,neutro
538,10/01/2024,Miercoles,10,1,Ene,2024,21:05:16,Sil🐨,?,,2024-01-10 21:05:16,neutro,neutro,neutro
539,10/01/2024,Miercoles,10,1,Ene,2024,21:05:28,~ Teresa,Que veloz,veloz,2024-01-10 21:05:28,neutro,neutro,neutro
540,10/01/2024,Miercoles,10,1,Ene,2024,21:05:35,~ Teresa,"Nada, trastear cada uno con el lab",trastear cada laboratorio,2024-01-10 21:05:35,neutro,neutro,neutro
541,10/01/2024,Miercoles,10,1,Ene,2024,21:05:53,Sil🐨,okii,valer,2024-01-10 21:05:53,neutro,neutro,neutro
542,10/01/2024,Miercoles,10,1,Ene,2024,21:08:50,Sil🐨,me voy  salir de la llamada si haceis algo me decir,ir salir llamado si haceis decir,2024-01-10 21:08:50,neutro,neutro,neutro
543,10/01/2024,Miercoles,10,1,Ene,2024,21:09:07,Alana Ironhack,Chi,chi,2024-01-10 21:09:07,neutro,neutro,neutro
544,10/01/2024,Miercoles,10,1,Ene,2024,21:43:56,Alana Ironhack,Awww,awww,2024-01-10 21:43:56,positivo,neutro,neutro
545,10/01/2024,Miercoles,10,1,Ene,2024,21:44:13,Alana Ironhack,Nada que un tutorial no solucione,tutorial solucionir,2024-01-10 21:44:13,neutro,neutro,neutro
546,10/01/2024,Miercoles,10,1,Ene,2024,21:44:21,Alana Ironhack,Estuvimos toqueteando,estuvir toquetear,2024-01-10 21:44:21,neutro,neutro,neutro
547,10/01/2024,Miercoles,10,1,Ene,2024,22:13:50,Sil🐨,Mañana me pongo un tutorial,mann poner tutorial,2024-01-10 22:13:50,neutro,neutro,neutro
548,10/01/2024,Miercoles,10,1,Ene,2024,22:14:02,Sil🐨,Y ya si no os pregunto,si t preguntar,2024-01-10 22:14:02,neutro,neutro,neutro
549,10/01/2024,Miercoles,10,1,Ene,2024,22:14:30,Sil🐨,"Al final era que tiene la gripe A, no sé cómo lo hace que pilla todo",final ser tener gripe l l hacer pilla,2024-01-10 22:14:30,neutro,neutro,neutro
550,10/01/2024,Miercoles,10,1,Ene,2024,22:34:40,Alana Ironhack,Tampoco no avanzamos mucho,tampoco avanzar,2024-01-10 22:34:40,neutro,neutro,neutro
551,10/01/2024,Miercoles,10,1,Ene,2024,22:46:45,Sil🐨,Valee perfe,valee perfecto,2024-01-10 22:46:45,neutro,positivo,neutro
552,10/01/2024,Miercoles,10,1,Ene,2024,22:47:11,Alana Ironhack,Mañana veré un tutorial os lo paso,mann verar tutorial t l pasar,2024-01-10 22:47:11,neutro,neutro,neutro
553,10/01/2024,Miercoles,10,1,Ene,2024,22:47:41,Sil🐨,Yo también,tambien,2024-01-10 22:47:41,neutro,neutro,neutro
554,11/01/2024,Jueves,11,1,Ene,2024,10:30:43,~ Teresa,Capiii que no sea nada y se recupere prontito!,capiii ser l recuperar prontito,2024-01-11 10:30:43,neutro,neutro,neutro
555,11/01/2024,Jueves,11,1,Ene,2024,11:05:01,Alana Ironhack,Capi pequeña como sigue tu padre ?,capi pequenar seguir padre,2024-01-11 11:05:01,neutro,neutro,neutro
556,11/01/2024,Jueves,11,1,Ene,2024,11:39:36,Sil🐨,"Pues hoy me a dicho que ya estaba mejor, le dieron ayer de todo y para casa",pues hoy dicho mejor l dar ayer casa,2024-01-11 11:39:36,neutro,neutro,neutro
557,11/01/2024,Jueves,11,1,Ene,2024,12:04:21,~ Teresa,Lo mejor es la droga proporcionada directamente desde el hospital,l mejor ser droga proporcionado directamente hospital,2024-01-11 12:04:21,neutro,neutro,neutro
558,11/01/2024,Jueves,11,1,Ene,2024,12:04:30,~ Teresa,Eso sí que revive,si revivar,2024-01-11 12:04:30,neutro,neutro,neutro
559,11/01/2024,Jueves,11,1,Ene,2024,12:19:24,Sil🐨,"Ya te digo, se tiro 8h pero por lo menos te revisan  bien porque por la mañana fue al ambulatorio y le dijeron que tenia “COVID” pero sin hacerle test ni nada",t decir l tiro h l menos t revisar bien manana ser ambulatorio l decir tenia covid hacer l test,2024-01-11 12:19:24,neutro,neutro,neutro
560,11/01/2024,Jueves,11,1,Ene,2024,12:46:42,Sil🐨,https://youtube.com/playlist?list=PL4ZZa3eZJAcUdPQNdwyNXh6-KWauf5lT7&si=VNK9493klr8DWWnT,httpsyoutubecom playlistlist plzzaezjacudpqndwynxhkwaufltsi vnkklrdwwnt,2024-01-11 12:46:42,neutro,neutro,neutro
561,11/01/2024,Jueves,11,1,Ene,2024,20:18:39,~ Teresa,Capiiis se me está haciendo el lab súper largo 😢😢,capi l hacer laboratorio super largo,2024-01-11 20:18:39,positivo,positivo,neutro
562,11/01/2024,Jueves,11,1,Ene,2024,20:18:53,~ Teresa,"O sea no complicado, pero pensaba que en una hora o así me lo quitaba",ser complicado pensar hora asi l quitar,2024-01-11 20:18:53,neutro,neutro,neutro
563,11/01/2024,Jueves,11,1,Ene,2024,20:19:13,~ Teresa,"También estoy jugando con los colorinchis, justo lo que Octavio no quería 😂",tambien jugar colorinchis justo l octaver querio,2024-01-11 20:19:13,neutro,neutro,neutro
564,11/01/2024,Jueves,11,1,Ene,2024,20:19:24,Sil🐨,A mí me está dando mucha pereza ponerme 🥴,dar pereza poner,2024-01-11 20:19:24,neutro,neutro,neutro
565,11/01/2024,Jueves,11,1,Ene,2024,20:19:38,Alana Ironhack,Jajaja,jajaja,2024-01-11 20:19:38,neutro,neutro,neutro
566,11/01/2024,Jueves,11,1,Ene,2024,20:19:44,Sil🐨,Llevo todo el día diciendo luego me pongo,llevar dia decir luego poner,2024-01-11 20:19:44,neutro,neutro,neutro
567,11/01/2024,Jueves,11,1,Ene,2024,20:20:25,Sil🐨,Tal cual así,tal asi,2024-01-11 20:20:25,neutro,neutro,neutro
568,11/01/2024,Jueves,11,1,Ene,2024,20:20:38,Sil🐨,Entonces es fácil pero largo no?,entonces ser facil largo,2024-01-11 20:20:38,neutro,neutro,neutro
569,11/01/2024,Jueves,11,1,Ene,2024,20:21:18,~ Teresa,"A mí me está resultando fácil, de toquetear pero es que hay como 12 ejercicios",resultar facil toquetear ser haber ejercicio,2024-01-11 20:21:18,neutro,neutro,neutro
570,11/01/2024,Jueves,11,1,Ene,2024,20:21:52,Sil🐨,Esq ayer intenté poner lo de cambiar los year a string,ser ayer intentar poner l cambiar ao letra,2024-01-11 20:21:52,neutro,neutro,neutro
571,11/01/2024,Jueves,11,1,Ene,2024,20:21:55,Sil🐨,Y no sabía,sabio,2024-01-11 20:21:55,neutro,neutro,neutro
572,11/01/2024,Jueves,11,1,Ene,2024,20:21:58,Sil🐨,Jajajajaja,jajajajajar,2024-01-11 20:21:58,neutro,neutro,neutro
573,11/01/2024,Jueves,11,1,Ene,2024,20:24:35,Alana Ironhack,Ay yo dije me dormiré 30 min,ay decir dormire min,2024-01-11 20:24:35,neutro,neutro,neutro
574,11/01/2024,Jueves,11,1,Ene,2024,20:24:41,Alana Ironhack,Y pasaron casi 3 horas,pasar casi hora,2024-01-11 20:24:41,neutro,neutro,neutro
575,11/01/2024,Jueves,11,1,Ene,2024,20:28:52,Alana Ironhack,Empezaré y mañana sigo,empezare mann seguir,2024-01-11 20:28:52,neutro,neutro,neutro
576,11/01/2024,Jueves,11,1,Ene,2024,20:29:15,Sil🐨,Yo ya mañana 🫣,mann,2024-01-11 20:29:15,neutro,neutro,neutro
