Fecha,Hora,Persona,Mensaje
"26/12/23,",20:37:46,Sil🐨,sii es sacar un la tabla de los coches entera y luego corregir los errores pero vamos que nos lo han dado todo es solo exportarlo en .sql y subirlo
"26/12/23,",21:02:47,Sil🐨,Mañana sigo esq leerse el pdf es denso y no pillo na
"26/12/23,",21:05:41,~ Teresa,"Vamos capi, te ganaste un postrecito!"
"26/12/23,",21:07:18,Sil🐨,Ole
"26/12/23,",21:07:28,Alana Ironhack,Jajaja que rico
"26/12/23,",21:07:48,Alana Ironhack,Ay noooooo que lindura
"26/12/23,",21:08:09,Sil🐨,Jajajajaja
"26/12/23,",21:08:41,Sil🐨,Son lo mejor
"26/12/23,",21:22:18,~ Teresa,Adivinad a quien le ha caducado el token de github 🤡
"26/12/23,",21:22:36,Alana Ironhack,Jajajaj nooooo
"26/12/23,",21:23:04,~ Teresa,Y cuál era la password? Pues mi yo del pasado la sabrá 🙈
"26/12/23,",21:23:21,Alana Ironhack,Jajaja me parto cada que dices eso
"26/12/23,",22:01:26,Sil🐨,Noooo
"26/12/23,",22:01:49,Sil🐨,Búa pues espero que la tengas guardada 😵‍💫
"26/12/23,",22:03:18,~ Teresa,"Pues casi la lío porque estaba en plan para hacer nuevo token, nuevo todo, hasta que he recordado que me la envié por correo… Y funcionó!! 💃🏼🙌🏼"
"26/12/23,",22:03:29,~ Teresa,Así que lo celebré haciéndome la cena
"26/12/23,",22:04:01,Alana Ironhack,Jajaja
"26/12/23,",22:09:43,Sil🐨,Jajajajaja pues menos mal
"31/12/23,",19:50:25,~ Teresa,Feliz año capiiiis!!
"31/12/23,",19:50:51,~ Teresa,Por un 2024 lleno de programación y muchas hamburguesas ricas! 😘😘
"31/12/23,",20:15:35,Sil🐨,Feliz año chicas!!! 🤘🏻🤘🏻
"31/12/23,",20:30:48,Alana Ironhack,"Feliz año mis Capibaras, que todos sus deseos se cumplan!!! Gracias por toda su ayuda y paciencia, no sé qué haría sin ustedes"
"2/1/24,",12:41:26,~ Teresa,capiiis qué tal lleváis el atracón de comer y beber?
"2/1/24,",12:42:32,~ Teresa,"Por si os interesa, ayer me puse a recordar un poquillo de SQL y di con un vídeo (claro, cómo no) donde hablaban de esta web. Tienen 18 capítulos donde te explica a nivel básico qué se puede hacer con SQL y tienes unos ejercicios para ir trasteando, a mí me moló porque no se me hizo nada pesado y me sirvió como para recordar y jugar más: https://sqlbolt.com/"
"2/1/24,",14:22:57,Alana Ironhack,Holii!! Como están ??
"2/1/24,",14:23:09,Alana Ironhack,Ay q guay 1000 gracias por pasarlo
"2/1/24,",14:26:00,Alana Ironhack,Yo hice un lab y me di vacaciones pero ya no me puedo permitir más vacas
"2/1/24,",14:26:07,Alana Ironhack,Hoy  veré el video
"2/1/24,",14:29:37,Alana Ironhack,Bueno no los 18 pero empezaré a verlos
"2/1/24,",14:29:46,Alana Ironhack,Se acaban las vacaciones
"2/1/24,",16:38:01,~ Teresa,"A mí me pasó igual, fue ese día que hablamos hasta ayer que ya me puse 😅"
"3/1/24,",21:08:17,~ Teresa,"Chicas, alguna ha conseguido avanzar con los labs? O sea es que soy incapaz desde conectarme a la base de datos de publications"
"3/1/24,",21:08:22,~ Teresa,Siento que no sé nada :(
"3/1/24,",21:09:22,Alana Ironhack,es recolectar
"3/1/24,",21:09:27,Alana Ironhack,Reconectar
"3/1/24,",21:09:35,Alana Ironhack,Estás conectada en Slack
"3/1/24,",21:09:42,Alana Ironhack,Esq las vacaciones han hecho daño
"3/1/24,",21:10:10,~ Teresa,Mucho
"3/1/24,",21:10:11,~ Teresa,S
"3/1/24,",21:10:16,Alana Ironhack,Te escribo
"3/1/24,",21:31:53,Sil🐨,Yo estoy desconectada sorry vuelvo el sábado
"3/1/24,",21:33:00,~ Teresa,"Hemos caído después, disfruta de tus vacaciones!!"
"3/1/24,",21:33:39,Sil🐨,Gracias!!! El sábado me tocará ponerme porque no he terminado
"3/1/24,",21:34:14,Alana Ironhack,Capi tú disfruta las vacaciones por nosotras
"6/1/24,",20:21:13,Sil🐨,hola capibaras!
"6/1/24,",20:21:35,Sil🐨,como estan? todo bien? se han portado bien los reyes?
"6/1/24,",20:24:18,Alana Ironhack,Holii capi
"6/1/24,",20:28:15,Alana Ironhack,"Todo bien, me porte muy bien pero no me trajeron lo que quería 😡"
"6/1/24,",20:30:01,Sil🐨,bueno pues auto-regalo
"6/1/24,",20:30:03,Sil🐨,jajajajjaja
"6/1/24,",20:30:31,Alana Ironhack,Jajaja no sabe igual
"6/1/24,",20:30:36,Alana Ironhack,Tu q tal ya estás de vuelta ?
"6/1/24,",20:30:43,Sil🐨,eso es verdad jajjaja
"6/1/24,",20:30:55,Sil🐨,sii he vuelto hoy
"6/1/24,",20:31:13,Sil🐨,me voy a poner ahora con el ultimo lab
"6/1/24,",20:31:31,Sil🐨,tu ya terminaste todos?
"6/1/24,",20:32:29,Alana Ironhack,Jajaja ojalá pero no
"6/1/24,",20:32:36,Alana Ironhack,Tenía varios atrasados
"6/1/24,",20:32:53,Alana Ironhack,Hoy he estado todo el día con eso
"6/1/24,",20:33:11,Alana Ironhack,Justo acabo de parar
"6/1/24,",20:34:10,Sil🐨,animo
"6/1/24,",20:34:23,Sil🐨,yo me tengo que poner con lo de power bi
"6/1/24,",20:34:39,Sil🐨,y no tengo ni idea de como hacerlo
"6/1/24,",20:34:46,Sil🐨,🥲
"6/1/24,",20:35:00,Sil🐨,tenias muchos atrasados?
"6/1/24,",20:35:26,Alana Ironhack,Si varios
"6/1/24,",20:35:37,Alana Ironhack,Pero ya solo tengo los de sql jajaja
"6/1/24,",20:36:03,Sil🐨,olee
"6/1/24,",20:36:16,Sil🐨,💃🏻
"6/1/24,",20:36:26,Sil🐨,pues mira mejor
"6/1/24,",20:37:01,Alana Ironhack,Y esq estoy con un video de sql que no quiero tener tantas dudas y la vdd con el señor ese no entendí mucho
"6/1/24,",20:37:27,~ Teresa,Capiiis!! Que habladoras!
"6/1/24,",20:37:52,~ Teresa,Eso es autoregalo como solución!!
"6/1/24,",20:38:12,Sil🐨,eso le he dicho yo pero no es lo mismo jajajaj
"6/1/24,",20:38:13,~ Teresa,"Yo aquí me perdí, hay que instalarlo? Solo eso?"
"6/1/24,",20:38:19,Alana Ironhack,Esq cuesta 600 euros lo que quiero x eso lo esperaba jaja
"6/1/24,",20:38:34,~ Teresa,"La virgen, son muchos autoregalos"
"6/1/24,",20:38:48,Sil🐨,yo me voy a ver lo de tere
"6/1/24,",20:38:59,Alana Ironhack,Es el dyson wrap ese
"6/1/24,",20:39:08,Alana Ironhack,Para ver si me peino jajaja
"6/1/24,",20:39:11,Sil🐨,yo esq tengo mac y por lo visto no funciona
"6/1/24,",20:39:36,Sil🐨,esa esta chulisima
"6/1/24,",20:39:38,~ Teresa,Jajajajajja
"6/1/24,",20:39:58,~ Teresa,Los reyes no quieren que te peines
"6/1/24,",20:40:24,Alana Ironhack,No no esq los de Mac tenían que instalar otra cosa
"6/1/24,",20:40:46,Alana Ironhack,Ya sé y como no quieren que me peine seguiré peinada de cebolla todo el bootcamp
"6/1/24,",20:41:03,Alana Ironhack,O pago la mensualidad del bootcamp o me compro la dyson jaja
"6/1/24,",20:41:52,Sil🐨,a mi me han dicho que tengo que hacer una maquina virtual para tener windows
"6/1/24,",20:42:00,Sil🐨,veras la que voy a liar
"6/1/24,",20:48:31,~ Teresa,Ánimo y buena suerte!
"6/1/24,",21:29:06,Alana Ironhack,No capi verás q lo logras 
"8/1/24,",10:21:05,Alana Ironhack,Capibaras
"8/1/24,",10:21:07,Alana Ironhack,Como están?? Ya listas para volver a clase
"8/1/24,",10:21:11,Alana Ironhack,Saben que estaba pensando que en nada terminamos módulo 2
"8/1/24,",10:21:26,Sil🐨,No estoy preparada
"8/1/24,",10:21:45,Sil🐨,Sigo en modo navidad
"8/1/24,",10:21:51,Sil🐨,Jajajajaja
"8/1/24,",10:22:10,Sil🐨,Sii yo lo estaba pensando
"8/1/24,",10:22:57,~ Teresa,Que depresión esta mañana
"8/1/24,",10:23:04,~ Teresa,"Madrugar, trabajar y clase"
"8/1/24,",10:23:14,~ Teresa,Yo quiero seguir comiendo langostinos
"8/1/24,",10:23:27,~ Teresa,Eso significa… PROYECTOOOO!
"8/1/24,",10:24:08,Sil🐨,JAJAJAJAJA
"8/1/24,",10:25:25,Alana Ironhack,Ahhh claro esq tmb tenias vacaciones del curro
"8/1/24,",10:25:25,Alana Ironhack,Pff así es más duro
"8/1/24,",17:28:56,Sil🐨,Capis
"8/1/24,",17:29:03,Sil🐨,Estáis ya alguna por allí?
"8/1/24,",17:32:17,~ Teresa,"Noup, yo hoy voy directa del curro 😫"
"8/1/24,",17:33:22,Sil🐨,Bueno pues yo en nada estoy por allí
"8/1/24,",17:33:32,Sil🐨,Jajajajaja
"8/1/24,",17:48:59,Alana Ironhack,Yo estoy llegando
"10/1/24,",11:12:11,~ Teresa,Capiiis
"10/1/24,",11:12:34,~ Teresa,Estoy jugando con el calendario para pillarme días de vacas y avisar con tiempo
"10/1/24,",11:13:01,~ Teresa,"El proyecto tocho final es la semana 24 del curso que es la del 11-marzo, verdad?"
"10/1/24,",11:32:23,Alana Ironhack,Mmm yo había visto que el 16
"10/1/24,",11:32:24,Alana Ironhack,Esq no tengo aquí el calendario del curso
"10/1/24,",11:33:15,~ Teresa,"Pero cuadra, el 16 de marzo es sábado, o sea que quizá sea ese el día de la presentación"
"10/1/24,",11:35:31,Alana Ironhack,Sorry no vi que pusiste la semana del
"10/1/24,",11:35:44,Alana Ironhack,Solo vi 11 y listo jajaja
"10/1/24,",11:36:06,Alana Ironhack,Yo me he pedido tmb vacas
"10/1/24,",11:36:12,Alana Ironhack,Desde el 5 jajaja
"10/1/24,",11:36:58,~ Teresa,A mí creo que solo me darán tres días por ser marzo todavía así que lo estoy cuadrando para pillarme de lunes a miércoles y así aprovechar fin de semana
"10/1/24,",11:37:12,~ Teresa,En mi caso será desde el 4
"10/1/24,",11:37:34,~ Teresa,Nos veremos acampadas esos días en Matadero 🤜🏼🤛🏼
"10/1/24,",11:37:45,Alana Ironhack,Si si yo me voy a mudar ahí jajaja
"10/1/24,",11:38:23,Alana Ironhack,Esas dos semanas duermo en el coche jaja
"10/1/24,",11:38:37,~ Teresa,Ayer me pudo la pereza y ni me puse con SQL 😖
"10/1/24,",11:38:48,Alana Ironhack,Jajaja
"10/1/24,",11:39:02,~ Teresa,"Capi Sil, espero que lleves una semana comiendo ensaladitas"
"10/1/24,",11:40:38,Sil🐨,Holi Sii estoy
"10/1/24,",11:40:47,Sil🐨,El sábado me quedo
"10/1/24,",11:40:53,Alana Ironhack,Esq yo estoy viendo que más que Python piden sql
"10/1/24,",11:41:01,Sil🐨,Y estoy muy vaga yo también
"10/1/24,",11:41:10,Alana Ironhack,Yeyyyyy!!!
"10/1/24,",11:41:18,~ Teresa,Vaaaaamos!!
"10/1/24,",11:41:36,Alana Ironhack,Esa es la capi que yo conozco
"10/1/24,",11:41:38,Alana Ironhack,Jajaja
"10/1/24,",11:41:44,Sil🐨,JAJAJAJAJA
"10/1/24,",11:42:06,Sil🐨,Yo me quedaré también para hacer los proyectos
"10/1/24,",11:43:53,Alana Ironhack,Yo creo q este es mucho más relax que el otro
"10/1/24,",11:44:18,~ Teresa,Coincido
"10/1/24,",11:44:19,Alana Ironhack,Es ponerlo bonito que se entienda y
"10/1/24,",11:44:39,~ Teresa,"Al menos es mi esperanza, que el del módulo 2 sea más visual que otra cosa"
"10/1/24,",11:44:47,Alana Ironhack,Gráficas de colorines
"10/1/24,",11:44:51,~ Teresa,Y ya la muerte pueda llegar en el final
"10/1/24,",11:45:26,Alana Ironhack,Ay no quiero ni pensar en eso
"10/1/24,",11:45:58,~ Teresa,"No lo pienses, problema de tu yo futuro, por ahora disfruta de los colorinchis"
"10/1/24,",11:46:36,Alana Ironhack,‎Se eliminó este mensaje.
"10/1/24,",11:46:51,Alana Ironhack,Si total
"10/1/24,",11:46:59,Alana Ironhack,Yo pienso en pizza y coorinchis
"10/1/24,",11:48:17,Alana Ironhack,Amo la frase mi yo del futuro
"10/1/24,",11:48:43,Alana Ironhack,X cierto el lunes x fin LinkedIn se dignó a desbloquear mi cuenta
"10/1/24,",11:48:49,Alana Ironhack,Así q estoy a tope jaja
"10/1/24,",11:49:05,~ Teresa,On fire
"10/1/24,",11:53:14,Alana Ironhack,Si si
"10/1/24,",11:57:37,Alana Ironhack,Yo termino el año en otro trabajo como que me llamo capi
"10/1/24,",11:57:49,Alana Ironhack,Ganando más obvio si es para ganar lo mismo me quedo aquí jajaj
"10/1/24,",11:59:40,~ Teresa,Jajajajajajaja
"10/1/24,",11:59:52,~ Teresa,Y nosotras lo celebraremos 💃🏼💃🏼
"10/1/24,",12:08:58,Sil🐨,Yo también!! Olee!!
"10/1/24,",12:09:12,Sil🐨,Todo el mundo
"10/1/24,",12:21:09,Alana Ironhack,Siiiii capi pequeña tmb
"10/1/24,",16:41:21,Sil🐨,Oye chicas voy a intentar dar la clase desde casa
"10/1/24,",16:41:37,Sil🐨,Que se me a puesto el papá malo y luego tengo que ir a recogerle
"10/1/24,",16:56:52,~ Teresa,Ouh 😔
"10/1/24,",16:57:03,~ Teresa,"Que no sea nada, te echaremos de menos pequeña capi!"
"10/1/24,",16:59:04,Sil🐨,Espero que sea hoy tableau
"10/1/24,",17:09:59,Alana Ironhack,Ay capi espero mejore
"10/1/24,",17:10:44,Alana Ironhack,Ntp nosotros te ponemos al día pequeño mamífero
"10/1/24,",17:18:02,Sil🐨,Luego a ver si me entero
"10/1/24,",20:32:50,Sil🐨,Estáis ya en clase?
"10/1/24,",20:33:16,Alana Ironhack,No no aún no
"10/1/24,",20:35:14,Alana Ironhack,Ya vamos a empezar capi
"10/1/24,",20:36:08,Sil🐨,Estoy metida en la de antes
"10/1/24,",20:36:40,Sil🐨,Que se salió Octavio y me quede sola
"10/1/24,",20:36:55,~ Teresa,Ya se conecto verdad?
"10/1/24,",20:37:07,Sil🐨,Ahora sii
"10/1/24,",20:37:51,Sil🐨,Pero no veo
"10/1/24,",20:45:42,Sil🐨,Con que estáis?
"10/1/24,",20:46:02,~ Teresa,Tito Víctor
"10/1/24,",20:46:17,~ Teresa,Estamos instalando Tableau pero no está conectado con su ordenador
"10/1/24,",20:46:36,Sil🐨,Esq Octavio me dejo solita en la sala
"10/1/24,",20:46:47,~ Teresa,"Hay que comenzar el primer lab, el de intro por nuestra parte"
"10/1/24,",20:47:25,Sil🐨,Valee voy a instalarme que no tengo la última versión
"10/1/24,",20:47:31,Sil🐨,Y nose que le pasará
"10/1/24,",20:47:58,~ Teresa,Tableau desktop public es
"10/1/24,",20:50:57,Sil🐨,Salgo a por mi papá
"10/1/24,",20:51:04,Sil🐨,Ahora vuelvo por si se conecta
"10/1/24,",20:51:11,~ Teresa,Perfect
"10/1/24,",21:05:05,Sil🐨,ya volvi
"10/1/24,",21:05:12,Sil🐨,alguna novedad
"10/1/24,",21:05:16,Sil🐨,?
"10/1/24,",21:05:28,~ Teresa,Que veloz
"10/1/24,",21:05:35,~ Teresa,"Nada, trastear cada uno con el lab"
"10/1/24,",21:05:53,Sil🐨,okii
"10/1/24,",21:08:50,Sil🐨,me voy  salir de la llamada si haceis algo me decir
"10/1/24,",21:09:07,Alana Ironhack,Chi
"10/1/24,",21:43:56,Alana Ironhack,Awww
"10/1/24,",21:44:13,Alana Ironhack,Nada que un tutorial no solucione
"10/1/24,",21:44:21,Alana Ironhack,Estuvimos toqueteando
"10/1/24,",22:13:50,Sil🐨,Mañana me pongo un tutorial
"10/1/24,",22:14:02,Sil🐨,Y ya si no os pregunto
"10/1/24,",22:14:30,Sil🐨,"Al final era que tiene la gripe A, no sé cómo lo hace que pilla todo"
"10/1/24,",22:34:40,Alana Ironhack,Tampoco no avanzamos mucho
"10/1/24,",22:46:45,Sil🐨,Valee perfe
"10/1/24,",22:47:11,Alana Ironhack,Mañana veré un tutorial os lo paso
"10/1/24,",22:47:41,Sil🐨,Yo también
"11/1/24,",10:30:43,~ Teresa,Capiii que no sea nada y se recupere prontito!
"11/1/24,",11:05:01,Alana Ironhack,Capi pequeña como sigue tu padre ?
"11/1/24,",11:39:36,Sil🐨,"Pues hoy me a dicho que ya estaba mejor, le dieron ayer de todo y para casa"
"11/1/24,",12:04:21,~ Teresa,Lo mejor es la droga proporcionada directamente desde el hospital
"11/1/24,",12:04:30,~ Teresa,Eso sí que revive
"11/1/24,",12:19:24,Sil🐨,"Ya te digo, se tiro 8h pero por lo menos te revisan  bien porque por la mañana fue al ambulatorio y le dijeron que tenia “COVID” pero sin hacerle test ni nada"
"11/1/24,",12:46:42,Sil🐨,https://youtube.com/playlist?list=PL4ZZa3eZJAcUdPQNdwyNXh6-KWauf5lT7&si=VNK9493klr8DWWnT
"11/1/24,",20:18:39,~ Teresa,Capiiis se me está haciendo el lab súper largo 😢😢
"11/1/24,",20:18:53,~ Teresa,"O sea no complicado, pero pensaba que en una hora o así me lo quitaba"
"11/1/24,",20:19:13,~ Teresa,"También estoy jugando con los colorinchis, justo lo que Octavio no quería 😂"
"11/1/24,",20:19:24,Sil🐨,A mí me está dando mucha pereza ponerme 🥴
"11/1/24,",20:19:38,Alana Ironhack,Jajaja
"11/1/24,",20:19:44,Sil🐨,Llevo todo el día diciendo luego me pongo
"11/1/24,",20:20:25,Sil🐨,Tal cual así
"11/1/24,",20:20:38,Sil🐨,Entonces es fácil pero largo no?
"11/1/24,",20:21:18,~ Teresa,"A mí me está resultando fácil, de toquetear pero es que hay como 12 ejercicios"
"11/1/24,",20:21:52,Sil🐨,Esq ayer intenté poner lo de cambiar los year a string
"11/1/24,",20:21:55,Sil🐨,Y no sabía
"11/1/24,",20:21:58,Sil🐨,Jajajajaja
"11/1/24,",20:24:35,Alana Ironhack,Ay yo dije me dormiré 30 min
"11/1/24,",20:24:41,Alana Ironhack,Y pasaron casi 3 horas
"11/1/24,",20:28:52,Alana Ironhack,Empezaré y mañana sigo
"11/1/24,",20:29:15,Sil🐨,Yo ya mañana 🫣
"11/1/24,",20:29:22,Sil🐨,JAJAJAJAJA
"11/1/24,",20:29:42,Sil🐨,A lo mejor os pregunto porque estoy más perdida
"11/1/24,",21:11:22,Alana Ironhack,Jajaja no pongo colorinchis para que no diga nada Octavio jaja
"12/1/24,",12:40:20,Sil🐨,capis una duda
"12/1/24,",12:40:45,Sil🐨,entiendo que como es un lab hay que hacer una rama y hacer una pull request no?
"12/1/24,",12:43:46,Alana Ironhack,cuenta
"12/1/24,",12:44:44,Alana Ironhack,Si
"12/1/24,",12:44:46,Alana Ironhack,Subes la URL que te sale
"12/1/24,",12:44:57,Alana Ironhack,Cuando lo guardas
"12/1/24,",12:45:54,Sil🐨,"😅 a valee, bueno todavia me queda"
"12/1/24,",12:46:02,Sil🐨,pero ya dejo la rama hecha
"12/1/24,",12:46:33,Alana Ironhack,Esq esta largo
"12/1/24,",12:46:56,Sil🐨,pues voy por el inicio jajajjaa
"12/1/24,",12:47:06,Sil🐨,odio a mi yo del pasado
"12/1/24,",12:47:23,Sil🐨,por procrastinar
"12/1/24,",12:48:06,Sil🐨,otra duda
"12/1/24,",12:48:37,Sil🐨,me he descargado los datos porque no se como abrirlo con el google drive
"12/1/24,",12:48:45,Sil🐨,no pasa nada no?
"12/1/24,",12:50:40,Alana Ironhack,No no
"12/1/24,",12:50:43,Alana Ironhack,Yo hice lo mismo
"12/1/24,",12:50:53,~ Teresa,"Wait pero subes la URL de tableau public a un .txt, y eso es lo que haces git add, commit y push, y en el portal ya pones ahí la URL a GitHub"
"12/1/24,",12:50:53,Sil🐨,ahh valee perfe
"12/1/24,",12:51:07,~ Teresa,Al menos eso entendi yo 🙈
"12/1/24,",12:51:18,~ Teresa,Sois unas trampis del csv 😂
"12/1/24,",12:51:43,Sil🐨,entonces es como todos los labs no?
"12/1/24,",12:52:00,Sil🐨,osea lo exportas en .txt y ya lo subes
"12/1/24,",12:52:04,Sil🐨,??
"12/1/24,",12:52:14,Sil🐨,todos los labs no los ultimos
"12/1/24,",12:52:35,Alana Ironhack,Dijo q mejor con Google drive pero yo ya lo había descargado
"12/1/24,",12:52:36,Alana Ironhack,Chi
"12/1/24,",12:52:36,Alana Ironhack,Esq yo ya lo había hecho cuando lo dijo Víctor
"12/1/24,",12:53:04,Alana Ironhack,Yo eso fue lo que entendí
"12/1/24,",12:53:08,Alana Ironhack,Tú ya lo terminaste no ?
"12/1/24,",12:53:14,Alana Ironhack,Vi tu pull request
"12/1/24,",12:54:08,~ Teresa,Yes
"12/1/24,",12:54:29,~ Teresa,Y ya me lo corrigió Rossella con su good job! Y el meme correspondiente
"12/1/24,",12:54:52,Sil🐨,pues entonces dara igual como lo hagas
"12/1/24,",12:55:05,~ Teresa,"O sea que mi tableau public podéis ver como me quedo todo, creo que alguna no estaba bien hecha pero 🤷🏼‍♀️"
"12/1/24,",13:00:39,Alana Ironhack,Jajaja rosella
"12/1/24,",13:02:49,Alana Ironhack,Si le da igual como lo hagas mientras lo hagas y trates al menos jajaja
"12/1/24,",13:04:29,Alana Ironhack,Mañana se quedan hasta tarde ?
"12/1/24,",13:04:58,~ Teresa,"Mínimo a comer si, no?"
"12/1/24,",13:05:11,Alana Ironhack,Si si
"12/1/24,",13:05:19,Alana Ironhack,Yo estoy sondeando el asunto x eso ajaja
"12/1/24,",13:05:23,Alana Ironhack,Sii a comer claro
"12/1/24,",13:05:39,~ Teresa,Luego ya depende de la cantidad de cervezas que haya comprado ironhack
"12/1/24,",13:09:23,Alana Ironhack,Jajaj
"12/1/24,",13:11:33,Alana Ironhack,Yo ahora solo pienso en comer
"12/1/24,",13:12:06,~ Teresa,🤤
"12/1/24,",13:12:24,Sil🐨,Yo tengo lentejas
"12/1/24,",13:12:25,Sil🐨,Jajajajaja
"12/1/24,",13:19:59,Alana Ironhack,Yo x suerte Amazon me alimenta
"12/1/24,",13:20:08,Alana Ironhack,Si no comería cualquier cochinada
"12/1/24,",13:34:59,~ Teresa,Como yo que esta Glovo en camino 😫
"12/1/24,",13:35:15,Alana Ironhack,Jajaja
"12/1/24,",13:52:14,Sil🐨,"chicas otra duda, para hacer el bin de que hay que hacerlo del mes?"
"12/1/24,",13:53:04,Alana Ironhack,Si
"12/1/24,",13:53:04,Alana Ironhack,Lo “transformas “ a quarter
"12/1/24,",13:53:57,Alana Ironhack,Por eso cuando seleccionas en cuanto separarlo le pones 4
"12/1/24,",13:54:32,Sil🐨,asi?
"12/1/24,",13:55:05,Sil🐨,y cambiarle el nombre
"12/1/24,",13:55:47,Alana Ironhack,Esq hay una parte que te sale bin
"12/1/24,",13:57:54,~ Teresa,Con el tableau en castellano no te sale como nombre “bin” pero creo que era la cuarta opción a seleccionar
"12/1/24,",13:59:10,Sil🐨,no tengo ni idea porque esta en español
"12/1/24,",13:59:26,~ Teresa,Ahí en transformar
"12/1/24,",13:59:51,~ Teresa,Capi alana descubrió que en ayuda o algo así lo puedes cambiar al English solo con reiniciar
"12/1/24,",14:00:19,Sil🐨,ahh valee
"12/1/24,",14:00:23,Alana Ironhack,En ayuda lo puedes cambiar a inglés
"12/1/24,",14:00:41,Alana Ironhack,Si si ahí justo
"12/1/24,",14:01:01,Alana Ironhack,A  nosotras se nos descargó en español tmb
"12/1/24,",14:01:15,Sil🐨,es mejor en ingles verdad
"12/1/24,",14:01:27,Alana Ironhack,Si
"12/1/24,",14:01:54,Alana Ironhack,Tere tú hiciste alguna tabla en el lab
"12/1/24,",14:02:00,Alana Ironhack,O solo gráficas
"12/1/24,",14:02:24,~ Teresa,También tablas
"12/1/24,",14:02:52,~ Teresa,Había algunos que te decía que ser tablas resaltadas o algo así
"12/1/24,",14:05:35,Alana Ironhack,Ah vale esq no lo he visto completo
"12/1/24,",14:05:36,Alana Ironhack,Hoy en la tarde me pongo
"12/1/24,",14:06:14,~ Teresa,"La mayoría era gráficos, creo que de tablas esas solo había una o dos al final"
"12/1/24,",14:09:29,Sil🐨,Yo voy a comer y luego siesta
"12/1/24,",14:09:48,Sil🐨,No se me cambia a ingles
"12/1/24,",14:11:16,Alana Ironhack,Si te sales y vuelves a entrar ya se cambia
"12/1/24,",14:11:18,Alana Ironhack,Quiero uno de estos
"12/1/24,",14:12:09,Sil🐨,Que mono por dios
"12/1/24,",14:12:28,Sil🐨,Pero se me va a borrar lo que tengo
"12/1/24,",14:12:32,Sil🐨,?
"12/1/24,",14:12:55,Alana Ironhack,Guárdalo
"12/1/24,",14:13:10,~ Teresa,"Si guárdalo, que yo no lo hice y perdí todo"
"12/1/24,",14:13:35,Sil🐨,Ahh valee😅
"12/1/24,",14:15:52,Alana Ironhack,"Seguro dijo mi yo del futuro ya se preocupare, yo me voy a casa y cerró el ordena"
"12/1/24,",21:12:35,Sil🐨,no me sale igual que alana
"12/1/24,",21:12:37,Sil🐨,?
"12/1/24,",21:13:57,Sil🐨,o es porque es otro enunciado
"12/1/24,",21:15:22,Alana Ironhack,Mm en cual estás?
"12/1/24,",21:15:42,Sil🐨,nada mañana si me podeis echar una mano antes de empezar porque no encuentro los datos...
"12/1/24,",21:15:55,Sil🐨,y ya me explicais que hay que subir
"12/1/24,",21:16:00,Sil🐨,y como
"12/1/24,",21:16:29,Sil🐨,estoy en el 8 en el primer punto
"12/1/24,",21:19:24,Alana Ironhack,No te preocupes mañana lo hacemos
"12/1/24,",21:19:49,Alana Ironhack,Yo tengo 20000 ventanas
"12/1/24,",21:19:58,Sil🐨,Gracias tía
"12/1/24,",21:20:27,Sil🐨,Sii esq más que nada porque estoy tocando y nose si es eso o no
"12/1/24,",21:20:53,Alana Ironhack,No worries mañana lo hacemos
"12/1/24,",21:58:33,Alana Ironhack,Fuiste sin nosotras!!!
"12/1/24,",21:58:38,Alana Ironhack,Me parece muy feo de tu parte
"12/1/24,",21:58:40,Alana Ironhack,Jajaja
"12/1/24,",23:16:05,Sil🐨,Tenemos que ir
"13/1/24,",17:08:28,Alana Ironhack,Jajajaja así quedaste de esponjosa
"13/1/24,",17:08:35,Sil🐨,Oye decirme vuestro Instagram
"13/1/24,",17:08:40,Sil🐨,Sii sii
"13/1/24,",17:08:51,Sil🐨,Estoy casi llegando a casita ya
"13/1/24,",17:09:21,Alana Ironhack,alanacastillot
"13/1/24,",17:17:37,Sil🐨,Así ya os puedo mandar cosas
"13/1/24,",17:23:13,~ Teresa,t_carde
"15/1/24,",17:22:57,Sil🐨,Voy en camino chicas ‎<Se editó este mensaje.>
"15/1/24,",17:23:23,Alana Ironhack,Ahora nos vemos capi
"15/1/24,",17:23:59,~ Teresa,No quiero ir 😫
"15/1/24,",17:24:12,~ Teresa,"Yo estoy en el curro, llegaré justo a clase directa"
"15/1/24,",17:24:30,Alana Ironhack,Pero nos vas a ver !!!
"15/1/24,",17:24:31,Alana Ironhack,Jajaja
"15/1/24,",17:24:44,Alana Ironhack,Y te reirás con nosotras
"15/1/24,",17:25:17,~ Teresa,Pero nos podríamos ver en una cafetería con un café rico y una red velvet 🫶🏼
"15/1/24,",17:25:29,Alana Ironhack,Jaja
"15/1/24,",17:25:38,Alana Ironhack,Yo pasé x un café para eso
"15/1/24,",17:25:42,Alana Ironhack,Así q tengo café y risas
"15/1/24,",17:35:35,Sil🐨,Me empape
"16/1/24,",12:07:34,~ Teresa,"Capii Alana, cómo fue? Te regaló la dyson o un jersey?"
"16/1/24,",12:18:20,Sil🐨,JAJAJAJAJA
"16/1/24,",12:26:55,Sil🐨,chicas una duda
"16/1/24,",12:27:38,Sil🐨,como me confundi al subir lo de lab de intro con solo un grafico... eso se queda guardado o ya lo he perdido?
"16/1/24,",12:28:01,~ Teresa,Entiendo que hay que subirlo de nuevo
